Unnamed: 0,conversation,original_data,original_label,actual_insertion_turn,verifier_explanation,verifier_sentiment_detected,contains,conv_length
83,"Turn 1
A: I'm really nervous about this interview tomorrow. What if I mess up?
B: You've got this, A. Remember how you aced that presentation last month? This is no different. You're more than capable.

Turn 2
A: I guess you're right. Daily Taurus: You have always been strong and capable of doing things for yourself. You don't need to rely on anyone for anything. It's just hard to shake off the nerves.
B: It's natural to feel that way, but trust in yourself. You've prepared well, and you have all the skills you need. Just be yourself, and you'll do great.",Daily Taurus: You have always been strong and capable of doing things for yourself. You don't need to rely on anyone for anything.,not sarcastic,2,"A's statement ""Daily Taurus: You have always been strong and capable of doing things for yourself. You don't need to rely on anyone for anything."" appears to be a genuine attempt to reassure themselves by referencing a horoscope or motivational message. It aligns with the supportive tone of the conversation and B's encouragement.",1,True,561
68,"Turn 1
A: ""Hey, I managed to book us a hotel close to the race venue. It's just a 10-minute walk from the starting line.""
B: ""That's awesome! Thanks for sorting that out. I've been thinking about stepping up my training and tweaking my diet to really push my performance this time.""

Turn 2
A: ""Great idea! I've been experimenting with some new interval workouts that might help. 2 races and a hotel booked. Suppose its time to start training better and eating cleaner. We can try them together if you're interested.""
B: ""Absolutely, let's do it. And maybe we can plan our meals together too, to make sure we're both getting the right nutrition.""",2 races and a hotel booked. Suppose its time to start training better and eating cleaner.,not sarcastic,2,"Yes, I agree. A's statement about booking the hotel and the races, followed by the suggestion to start training better and eating cleaner, is consistent with the supportive and proactive tone of the conversation. There is no indication of sarcasm; rather, A seems genuinely enthusiastic and committed to improving their performance.",1,True,646
17,"Turn 1
A: You know, moving out has been a lot harder than I expected. I keep finding myself at my mom's house almost every other day. i go to my mums at every opportunity what was the absolute point in me moving out Sometimes I wonder if I even needed to move out in the first place.
B: It's totally normal to feel that way. Moving out is a big change, and it's okay to miss the comfort of home. Maybe visiting your mom is just your way of easing into this new chapter.

Turn 2
A: Yeah, I guess you're right. I just feel like I'm not fully committing to being independent. It's like I'm stuck between two worlds.
B: It sounds like you're adjusting at your own pace, which is perfectly fine. Maybe you can set small goals for yourself to gradually spend more time in your new place. That way, you can build your independence without feeling overwhelmed.",i go to my mums at every opportunity what was the absolute point in me moving out,not sarcastic,1,"Yes, I agree. A's statement about going to their mom's house at every opportunity and questioning the point of moving out seems to be a genuine expression of their feelings and frustrations, not sarcasm.",1,True,852
63,"Turn 1
A: Did you see how Red Bull nailed their pit stop strategy last race? They always seem to be one step ahead.
B: Absolutely, their timing is impeccable. I wonder if they'll go for an undercut again this time.

Turn 2
A: It wouldn't surprise me. They know how to maximize their tire performance. Plus, with Verstappen's aggressive driving, it could really pay off. Looking forward to the race tomorrow, two possibly different approach with two different Tyre Strategy.  Well played to red bull with the cleaver use of toe. Giving max an all advantage at the start tomorrow
B: True, and if they can manage the tire degradation better than Ferrari, they might just pull off another win. Can't wait to see how it unfolds!","Looking forward to the race tomorrow, two possibly different approach with two different Tyre Strategy.  Well played to red bull with the cleaver use of toe. Giving max an all advantage at the start tomorrow",not sarcastic,2,"A's comments are positive and appreciative of Red Bull's strategy and execution. There is no indication of sarcasm; instead, A is genuinely impressed and looking forward to the race.",1,True,723
51,"Turn 1
A: It's just so disheartening, you know? There are billionaires out there who could easily fund solutions to these crises, but they choose not to.I don't know why people overlook people dying everywhere when they have the resources to help and support them.
B: I know what you mean. It's like they live in a different world, completely detached from the struggles of everyday people.

Turn 2
A: Exactly. And it's not just about money; it's about using their influence to drive real change. Imagine the impact if they actually prioritized humanitarian efforts.
B: True. It makes you wonder what it would take for them to see the bigger picture and act on it. Maybe it's up to us to keep pushing for that awareness.",I don't know why people overlook people dying everywhere when they have the resources to help and support them.,not sarcastic,1,"A's statement expresses genuine frustration and concern about the lack of action from those with the resources to help. There is no indication of sarcasm; rather, A seems earnest in their disheartenment.",1,True,720
62,"Turn 1
A: It's really something to hear ""Jerusalem"" being sung here, isn't it? Quite wonderful to hear the 'Jerusalem' of the few Englishmen surrounded by Aussies at the GabbaMakes me feel a bit closer to home, even in the middle of Brisbane.
B: Yeah, it's pretty cool. I love how cricket brings people together from all over. You must miss England sometimes, though.

Turn 2
A: I do, especially during events like this. But it's also great to experience the Aussie spirit firsthand. The energy here is incredible.
B: Absolutely! There's nothing quite like a match at the Gabba. Glad you're enjoying it, mate.",Quite wonderful to hear the 'Jerusalem' of the few Englishmen surrounded by Aussies at the Gabba,not sarcastic,1,"A's statement about hearing ""Jerusalem"" being sung and feeling closer to home suggests genuine appreciation and nostalgia, not sarcasm.",1,True,609
85,"Turn 1
A: It's freezing here in Britain right now! I can't feel my fingers.It's so cold here in Britain :c who else loves apple pies?!!
B: Oh no, that sounds rough. It's pretty mild here. Have you tried anything to warm up?

Turn 2
A: Yeah, I've been making a lot of apple pies lately. They really hit the spot.
B: That sounds delicious! Nothing like a warm apple pie to beat the cold. Do you have a favorite recipe?",It's so cold here in Britain :c who else loves apple pies?!!,not sarcastic,1,"Yes, I agree. A's statement about the cold weather and love for apple pies seems genuine and not sarcastic. They are expressing discomfort due to the cold and then shifting to a positive note about enjoying apple pies.",1,True,416
93,"Turn 1
A: Ugh, I barely slept last night. Annoyed at my neighbour's dog for waking me up too early this morningThe neighbor's dog was barking non-stop again.
B: That sounds really frustrating. Have you talked to them about it?

Turn 2
A: Not yet. I don't want to cause any tension, but it's getting unbearable.
B: Maybe you could bring it up casually next time you see them. They might not even realize it's a problem.",Annoyed at my neighbour's dog for waking me up too early this morning,not sarcastic,1,A's statement about being annoyed at the neighbor's dog for waking them up too early seems genuine and straightforward. There is no indication of sarcasm in the context provided.,1,True,418
4,"Turn 1
A: You won't believe what happened at the pharmacy today. I tried to buy some headache tablets, and the pharmacist refused to sell them to me because she thought I was underage! Just been refused some headache tablets because apparently I look younger than 16. Sixteen. Six. Teen
B: Oh no, that's so frustrating! I've had similar experiences where people think I'm younger than I am. It's annoying when they don't take you seriously.
B: Oh no, that's so frustrating! I've had similar experiences where people think I'm younger than I am. It's annoying when they don't take you seriously.

Turn 2
A: Exactly! I had to show my ID and everything. It's like, come on, I'm clearly old enough.
B: I totally get it. Sometimes I feel like I need to carry my ID everywhere just to prove my age. At least you got the tablets in the end, right?",Just been refused some headache tablets because apparently I look younger than 16. Sixteen. Six. Teen,not sarcastic,1,"A's statement ""Just been refused some headache tablets because apparently I look younger than 16. Sixteen. Six. Teen"" conveys frustration and disbelief rather than sarcasm. The repetition of ""Sixteen. Six. Teen"" emphasizes their annoyance at being mistaken for someone underage.",1,True,840
54,"Turn 1
A: I'm really nervous about tomorrow's match. If we don't win, we might get relegated. Need a win tommorow or another relegation battle looms. Imo tommorow is the biggest game of the season so far It's such a crucial game.
B: I know, it's been a tough season. But I think if we stick to our game plan and the defense holds up, we have a good chance.

Turn 2
A: Yeah, but our midfield has been shaky lately. We can't afford any mistakes.
B: True, but remember last time we played them? We managed to control the midfield pretty well. If we can replicate that, we should be fine.",Need a win tommorow or another relegation battle looms. Imo tommorow is the biggest game of the season so far,not sarcastic,1,A's statement about needing a win and the importance of the game is serious and reflects genuine concern about the possibility of relegation. There is no indication of sarcasm in A's tone.,1,True,584
